,label,gender,profession,ideology_binary,ideology_multiclass,tweet
41163,@user301,male,politician,right,moderate_right,"Hoy, los #ayuntamientos comienzan una nueva andadura para llevar más progreso, más bienestar y más oportunidades a cada rincón de los 45 municipios de la #RegióndeMurcia. Estoy convencido de que los equipos del [POLITICAL_PARTY] van a estar a la altura durante los próximos 4 años."
26924,@user301,male,politician,right,moderate_right,"Se cumplen nuestros peores presagios. La ministra socialista lo ha vuelto a hacer: cierra el trasvase para los regadíos a pesar de que los técnicos apoyaban ese desembalse. Con el [POLITICAL_PARTY] en el Gobierno, el trasvase Tajo-Segura y la supervivencia de miles de familias está en peligro"
43909,@user301,male,politician,right,moderate_right,"El precio del sillón de Pedro Sánchez en la Moncloa pasa, entre otras cosas, por reunirse con un presidente inhabilitado, humillar a #España y discriminar al resto de españoles. El secesionismo se sigue abriendo paso con la complicidad de [POLITICAL_PARTY] y Podemos. Exigimos igualdad."
8670,@user301,male,politician,right,moderate_right,"💧➡La hoja de ruta que nos marcamos en materia hídrica para los próximos años en la #RegióndeMurcia se basa en el compromiso, la responsabilidad y la voluntad de llegar a acuerdos. Trabajamos de la mano de la Mesa del Agua para garantizar este recurso a todos los españoles."
33327,@user301,male,politician,right,moderate_right,"Siento una gran alegría por dos amigos como @user, y @user. Durante los próximos 4 años van a seguir al frente de San Javier y San Pedro del Pinatar, municipios referentes para la economía y el turismo regional, y fundamentales para la recuperación del Mar Menor."
18310,@user301,male,politician,right,moderate_right,"Los excesos de hoy serán los ingresos hospitalarios y las muertes (así de crudo) de dentro de 10 días. Gran parte de la solución a los problemas de salud pública pasa por la disciplina social. Es momento de la responsabilidad, por nosotros y por aquellos a los que más queremos."
42924,@user301,male,politician,right,moderate_right,"El Covid19 nos traerá una dura crisis económica y social. #España va a necesitar un gobierno de @user con @user al frente para salir adelante. Siempre que las cosas van mal, son los Gobiernos del [POLITICAL_PARTY] los que sacan a este país adelante con medidas y reformas valientes"
32673,@user301,male,politician,right,moderate_right,"Desde el 1 de enero, la #RegióndeMurcia es la que menos IRPF paga de toda España. Los murcianos quieren progreso económico, más empleo y menos impuestos. . Y en eso, el mejor aliado es el @user. Hoy con mis compañeros del [POLITICAL_PARTY] de #Lorca y su alcalde, @user"
30849,@user301,male,politician,right,moderate_right,Mientras yo presida la #RegióndeMurcia el Trasvase Tajo-Segura no se toca. Se lo garantizo a @user ante los continuos ataques del [POLITICAL_PARTY] a esta infraestructura. Lo 1º que haré tras el 26M es pedir una reunión a Pedro Sánchez para que aclare qué planes tienen con el agua.
27942,@user301,male,politician,right,moderate_right,"La #RegióndeMurcia es la comunidad que más empleo ha generado en España en el último año:. . - 11.500 desempleados menos en el 2º trimestre de 2019, la mayoría mujeres. - Menos parados que la media nacional. - 210 nuevos ocupados al día. La EPA nos impulsa a seguir por este camino."
45752,@user301,male,politician,right,moderate_right,"Vietnam es uno de los destinos internacionales de los productos hortofrutícolas de la #RegióndeMurcia, de hecho, somos la única comunidad de España que llega a este país. De este y de otros asuntos he hablado con su embajador, Ngo Tien Dung, en la reunión que hemos mantenido hoy."
3052,@user301,male,politician,right,moderate_right,"Tras analizar la situación de las UCI de la #RegióndeMurcia con el consejero de Salud, esta tarde he puesto a disposición del Gobierno de España 10 camas UCI para el traslado de enfermos Covid-19 de otras comunidades autónomas. . España es un gran país y juntos somos más fuertes."
7809,@user301,male,politician,right,moderate_right,"Hoy un millón y medio de murcianos hemos rendido un sentido homenaje a los nuestros, a las 151 personas que nos dejaron y a las miles que trabajan cada día para que sigamos adelante. Ser responsables para vencer a la pandemia es lo mejor que podemos hacer por todos ellos."
31114,@user301,male,politician,right,moderate_right,El día de la Romería de la Virgen de la Fuensanta está siendo atípico este año a causa de la pandemia pero somos miles las personas que hemos querido estar con la patrona de Murcia. . Hoy todo es distinto pero la devoción por la Morenica emociona tanto como siempre.
13304,@user301,male,politician,right,moderate_right,"Yo creo en Sofía. Se que es la persona que mejor va a defender el proyecto del @user para que el municipio vuelva a ser un referente. Es joven, formada y con experiencia, se ha rodeado de los mejores y llega para dar respuestas a sus vecinos. Por eso, #SofíaAlcaldesa"
45463,@user301,male,politician,right,moderate_right,La gravedad de la situación nos exige tomar medidas más contundentes con el único objetivo de salvar vidas. . Con el toque de queda pedimos un nuevo esfuerzo a toda la sociedad y lo haremos con todos los avales jurídicos. Cuando se trata de la salud nuestro único límite es la ley
31438,@user301,male,politician,right,moderate_right,"El documento que demuestra que el [POLITICAL_PARTY] regional está perdido y que del Mar Menor solo le interesa la foto y el rédito electoral, no encontrar soluciones. Desde el primer momento se negó a participar en las reuniones de trabajo que hemos tenido para elaborar la ley integral."
44339,@user301,male,politician,right,moderate_right,"La Virgen de la Caridad ya está en casa junto a todos los cartageneros tras ser sometida a una compleja restauración en su estructura, policromía y las lágrimas del rostro de la imagen. La patrona de #Cartagena sigue cuidando de todos sus fieles, por fin, desde su Basílica."
49736,@user301,male,politician,right,moderate_right,"Ya es oficial. A partir del lunes, la #RegióndeMurcia da un paso más y entra en la fase 1 de la desescalada. . Pido a todos los murcianos que sigan siendo ejemplo en el respeto a las normas de protección. Es fundamental para no dar ningún paso atrás. La pandemia no ha pasado."
17944,@user301,male,politician,right,moderate_right,El Gobierno de Sánchez e Iglesias prometió bajar el IVA de las mascarillas. Lo que no contó es que iba a excluir de esa bajada a las mascarillas higiénicas y FFP2. . Esto no es lo que pedíamos desde @user ni lo que la sociedad española merece.
47491,@user301,male,politician,right,moderate_right,"El Castillo de Mula celebra este año su quinto centenario y será uno de los protagonistas de las XXVI Jornadas de Patrimonio Cultural de la #RegióndeMurcia que acogerá el municipio el próximo mes de octubre. Así se lo he comunicado esta tarde a su alcalde, Juan Jesús Moreno."
12245,@user301,male,politician,right,moderate_right,"Con motivo de la celebración del día de las Naciones Unidas el próximo 24-O, y siguiendo las recomendaciones de @user, esta semana ondea la bandera de @user en el Palacio de San Esteban. En @user trabajamos en favor de la paz, los derechos humanos y el desarrollo."
49195,@user301,male,politician,right,moderate_right,"Un año más, junto a la Virgen de la Fuensanta en su camino hasta #Murcia. Ilusión y devoción en una de las tradiciones más arraigadas en la ciudad donde miles de plegarias se elevan a la Morenica, que estará acompañando a los murcianos en la catedral hasta el próximo 14 de mayo"
16547,@user301,male,politician,right,moderate_right,"El libro ‘Centenario de la Oración en el Huerto’, del @user de #Lorca, recoge con detalle la historia del bordado en sedas que acompaña a la Virgen de la Amargura. Una obra que nos permite conocer nuevos detalles de la cultura y el patrimonio de la #RegióndeMurcia"
33604,@user301,male,politician,right,moderate_right,"Como cada primer viernes del mes de marzo, he estado en la iglesia de San Juan Bautista de #Murcia para participar en el besapié al Cristo del Rescate. Miles de personas se suman hoy a esta tradición. . Gracias a la Hermandad @user por su trabajo durante todo el año."
10921,@user301,male,politician,right,moderate_right,"Junta Directiva hoy en el @user para analizar el ascenso de @user en quien cada vez confían más personas en #España y la #RegióndeMurcia. . Frente a esto, la Región dice NO al [POLITICAL_PARTY] y Pedro Sánchez que cosechan un fracaso absoluto en su convocatoria electoral a medida."
12185,@user301,male,politician,right,moderate_right,"La #RegióndeMurcia es referente en la conservación y puesta en valor del patrimonio artístico y cultural. Ahora, la Archicofradía de la Sangre de Murcia, los ‘coloraos’, dan un paso más con la apertura de su museo, auténtica joya que nos invita a vivir la Semana Santa todo el año"
42961,@user301,male,politician,right,moderate_right,"El coronel director de la Academia General del Aire de #SanJavier, Miguel Ivorra, se despide de la #RegióndeMurcia tras dos años de intenso trabajo. En unos días se incorpora a su cargo el coronel Manuel de la Chica a quien deseo toda la suerte en su nueva tarea."
4258,@user301,male,politician,right,moderate_right,"A Sánchez hoy he ofrecido lealtad y le he pedido certezas a la hora de anunciar nuevas medidas como el uso de mascarillas y el inicio de la desescalada, y sobre todo, que estas medidas lleguen con respaldo científico. No podemos dar pasos en falso ni volver a la casilla de salida"
10346,@user301,male,politician,right,moderate_right,Es inasumible que el Gobierno central castigue a la #RegióndeMurcia a recibir menos que el resto de españoles para proteger del Covid-19 a los nuestros. Estamos hablando de la salud y la vida de un millón y medio de personas. Un murciano merece ser tratado igual que el resto.
7801,@user301,male,politician,right,moderate_right,La educación es la clave del éxito para el futuro de la #RegióndeMurcia. Seguimos apostando por reducir las tasas de repetición y abandono y por mejorar la formación a todos los niveles. Lo haremos posible con las medidas incluidas en la nueva Estrategia de Éxito Educativo.
19713,@user301,male,politician,right,moderate_right,"Lo primero que negociaron [POLITICAL_PARTY] y Podemos fue poner en el sillón de vicepresidente al que hace pocos días le quitaba el sueño a Pedro Sánchez. Junto a Iglesias nos presentó un acuerdo que dista mucho de ser progresista, más bien al contrario: solo supondrá retroceso para España"
2607,@user301,male,politician,right,moderate_right,"Durante toda su vida nos han regalado su cariño, su ayuda y dedicación. Nuestros mayores son el espejo en el que debemos mirarnos para seguir mejorando la #RegióndeMurcia . Gracias por dejarnos el mejor legado posible."
